DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
07 Jan 2025,1.7928,1.2049,197.3918,1.2498
08 Jan 2025,1.7757,1.1982,195.4894,1.2342
09 Jan 2025,1.7714,1.1945,194.3566,1.2303
10 Jan 2025,1.764,1.1931,192.6898,1.223
13 Jan 2025,1.7523,1.1918,191.4104,1.2152
