DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
21 Jan 2025,1.7685,1.1825,191.0465,1.2299
22 Jan 2025,1.7708,1.1822,192.6597,1.2318
23 Jan 2025,1.7721,1.1852,192.4746,1.2324
24 Jan 2025,1.7886,1.1871,194.4133,1.2484
27 Jan 2025,1.7942,1.188,192.5145,1.2473
