DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
01 Apr 2025,1.8519,1.1957,192.9135,1.2923
02 Apr 2025,1.8546,1.1941,194.0945,1.2966
03 Apr 2025,1.8496,1.1843,191.5088,1.3168
04 Apr 2025,1.8404,1.1779,188.3094,1.294
07 Apr 2025,1.8145,1.1678,188.2319,1.2755
