DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
12 Aug 2025,1.8576,1.157,199.8456,1.3489
13 Aug 2025,1.8677,1.158,199.712,1.3572
14 Aug 2025,1.8694,1.1625,199.9307,1.3556
15 Aug 2025,1.8722,1.1578,199.1286,1.356
18 Aug 2025,1.8686,1.1588,199.9699,1.3516
