DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
16 Dec 2025,1.8445,1.1399,207.6539,1.3417
17 Dec 2025,1.8465,1.1401,208.2349,1.34
18 Dec 2025,1.844,1.1422,208.3257,1.3395
19 Dec 2025,1.8418,1.1411,210.4102,1.3362
22 Dec 2025,1.8489,1.1437,211.1942,1.3454
