DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
02 Sep 2025,1.848,1.1487,198.3895,1.3397
03 Sep 2025,1.8525,1.1517,199.0375,1.3434
04 Sep 2025,1.8585,1.154,199.7132,1.3427
05 Sep 2025,1.87,1.152,198.8522,1.352
08 Sep 2025,1.8709,1.1524,199.9796,1.3535
