DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
08 Apr 2025,1.8112,1.169,187.9606,1.2757
09 Apr 2025,1.8117,1.1555,184.6329,1.2757
10 Apr 2025,1.8142,1.1586,187.4664,1.296
11 Apr 2025,1.8139,1.1516,187.4358,1.3059
14 Apr 2025,1.8285,1.1601,188.9631,1.3187
