DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
09 Sep 2025,1.8713,1.1542,199.1593,1.354
10 Sep 2025,1.8758,1.1554,199.7485,1.3551
11 Sep 2025,1.8765,1.156,199.5455,1.3557
12 Sep 2025,1.8778,1.1564,200.2184,1.3559
15 Sep 2025,1.8766,1.1559,200.3506,1.359
