DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
23 Sep 2025,1.8701,1.1466,199.8448,1.3525
24 Sep 2025,1.8682,1.1454,200.0365,1.3451
25 Sep 2025,1.8583,1.1432,199.732,1.3348
26 Sep 2025,1.8685,1.1463,200.3591,1.3402
29 Sep 2025,1.8685,1.1439,199.4801,1.3419
