DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
26 Aug 2025,1.8637,1.1564,198.8011,1.3479
27 Aug 2025,1.8619,1.1611,199.0263,1.346
28 Aug 2025,1.86,1.1577,198.5853,1.3511
29 Aug 2025,1.8547,1.1543,198.36,1.3509
01 Sep 2025,1.8626,1.1568,199.5479,1.3548
