DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
10 Mar 2026,1.8253,1.1554,212.0981,1.3458
11 Mar 2026,1.8225,1.1583,212.7992,1.3398
12 Mar 2026,1.818,1.1585,212.5281,1.3349
13 Mar 2026,1.8185,1.1569,211.207,1.3239
16 Mar 2026,1.8204,1.158,211.9022,1.3302
