DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
18 Feb 2025,1.7899,1.2053,191.3128,1.2615
19 Feb 2025,1.7905,1.2078,190.6441,1.259
20 Feb 2025,1.7938,1.2068,188.9956,1.2641
21 Feb 2025,1.795,1.209,189.0151,1.2638
24 Feb 2025,1.7966,1.2055,188.4178,1.2621
