DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
02 Dec 2025,1.8456,1.1374,205.7706,1.3201
03 Dec 2025,1.8597,1.1434,206.9238,1.3331
04 Dec 2025,1.8633,1.1456,206.7934,1.3373
05 Dec 2025,1.8487,1.1454,207.149,1.3343
08 Dec 2025,1.843,1.1452,207.4742,1.3312
