DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
06 Jan 2026,1.8621,1.1549,211.4859,1.3507
07 Jan 2026,1.862,1.1532,211.2192,1.3481
08 Jan 2026,1.8629,1.1521,210.8568,1.3442
09 Jan 2026,1.8639,1.1527,211.8446,1.3419
12 Jan 2026,1.8695,1.1535,212.8646,1.3475
