DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
14 Apr 2026,1.8681,1.1506,215.6948,1.3588
15 Apr 2026,1.8655,1.1502,215.7188,1.3569
16 Apr 2026,1.8546,1.1487,215.3661,1.3522
17 Apr 2026,1.8545,1.1486,214.2013,1.357
