DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
21 Apr 2026,1.844,1.1495,215.3077,1.3509
22 Apr 2026,1.8449,1.152,215.1753,1.3499
23 Apr 2026,1.8478,1.1537,215.3574,1.351
24 Apr 2026,1.8477,1.1532,215.3532,1.35
