DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
30 Sep 2025,1.8732,1.1458,198.8203,1.3462
01 Oct 2025,1.8833,1.1498,198.3632,1.3507
02 Oct 2025,1.8754,1.1458,197.7316,1.3421
03 Oct 2025,1.8795,1.1475,198.6379,1.3472
06 Oct 2025,1.881,1.1505,202.1528,1.348
