DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
19 Aug 2025,1.8708,1.1568,199.4798,1.3503
20 Aug 2025,1.8671,1.1551,198.0317,1.3472
21 Aug 2025,1.866,1.156,198.9344,1.3427
22 Aug 2025,1.8709,1.1542,198.614,1.3525
