DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
01 Jul 2025,1.8734,1.1646,196.7779,1.3718
02 Jul 2025,1.8538,1.1552,195.7872,1.3594
03 Jul 2025,1.8536,1.161,198.0039,1.3646
04 Jul 2025,1.8568,1.1583,197.1755,1.3643
07 Jul 2025,1.8604,1.1616,198.8197,1.3636
