DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
24 Jun 2025,1.8661,1.1726,197.1721,1.3623
25 Jun 2025,1.8709,1.1724,198.5085,1.3624
26 Jun 2025,1.8727,1.1729,198.3183,1.3733
27 Jun 2025,1.8733,1.1704,198.7098,1.3715
30 Jun 2025,1.8698,1.1674,197.9535,1.3703
