DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
28 Jan 2025,1.7893,1.1926,193.5849,1.2432
29 Jan 2025,1.7959,1.1933,192.7457,1.2434
30 Jan 2025,1.7964,1.1951,192.1601,1.2467
31 Jan 2025,1.7995,1.1952,192.3778,1.2426
03 Feb 2025,1.8085,1.2031,192.0369,1.2412
