DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
21 Oct 2025,1.875,1.1523,203.1024,1.3373
22 Oct 2025,1.8688,1.1501,202.8415,1.3355
23 Oct 2025,1.8637,1.1471,203.3137,1.3322
24 Oct 2025,1.8656,1.144,203.1917,1.3301
27 Oct 2025,1.8656,1.1455,204.047,1.3329
