DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
16 Sep 2025,1.8773,1.1523,200.1019,1.3657
17 Sep 2025,1.88,1.1527,199.8926,1.3659
18 Sep 2025,1.8707,1.1508,200.5899,1.3552
19 Sep 2025,1.8572,1.1468,199.4001,1.3483
22 Sep 2025,1.8637,1.1466,199.5641,1.3495
