DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
18 Nov 2025,1.8421,1.1348,204.0935,1.3144
19 Nov 2025,1.836,1.1328,204.7085,1.308
20 Nov 2025,1.8417,1.136,206.4898,1.3096
21 Nov 2025,1.8484,1.1375,204.8182,1.3085
24 Nov 2025,1.8485,1.136,205.3766,1.3098
