DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
14 Jan 2025,1.7513,1.1851,192.7191,1.2201
15 Jan 2025,1.7579,1.1894,191.5864,1.2258
16 Jan 2025,1.7602,1.1877,190.1547,1.2235
17 Jan 2025,1.7566,1.1844,190.423,1.2198
20 Jan 2025,1.7628,1.1819,191.3819,1.2293
