DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
11 Feb 2025,1.7757,1.1998,189.1777,1.2406
12 Feb 2025,1.7775,1.1985,192.0369,1.2434
13 Feb 2025,1.781,1.2003,191.771,1.2523
14 Feb 2025,1.7877,1.2007,191.9703,1.2618
17 Feb 2025,1.7886,1.2029,190.8183,1.2607
