DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
24 Feb 2026,1.8536,1.148,210.7181,1.3515
25 Feb 2026,1.8517,1.1468,211.6379,1.3534
26 Feb 2026,1.8494,1.1454,210.887,1.3515
27 Feb 2026,1.8335,1.1386,209.8194,1.3443
02 Mar 2026,1.832,1.1448,210.9075,1.3371
