DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
07 Apr 2026,1.8426,1.1447,211.8844,1.3247
08 Apr 2026,1.8613,1.15,212.8696,1.3449
09 Apr 2026,1.8545,1.1481,213.5534,1.3415
10 Apr 2026,1.8619,1.1479,214.2196,1.3461
13 Apr 2026,1.8591,1.1494,214.7892,1.3461
