DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
17 Jun 2025,1.8366,1.1723,196.174,1.3512
18 Jun 2025,1.8415,1.169,194.7917,1.3452
19 Jun 2025,1.8447,1.1707,195.6308,1.3427
20 Jun 2025,1.8486,1.1695,196.4673,1.3465
23 Jun 2025,1.8532,1.1698,197.6942,1.3489
