DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
03 Jun 2025,1.8544,1.1875,194.5128,1.3529
04 Jun 2025,1.8555,1.1876,194.3412,1.3577
05 Jun 2025,1.8556,1.1862,194.9765,1.3591
06 Jun 2025,1.8516,1.1876,196.0057,1.3527
09 Jun 2025,1.8535,1.1874,195.8882,1.3545
