DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
29 Jul 2025,1.8372,1.1567,197.8875,1.3328
30 Jul 2025,1.8356,1.1577,197.9362,1.3291
31 Jul 2025,1.8293,1.1561,199.1142,1.3232
01 Aug 2025,1.8289,1.1478,196.4258,1.3263
04 Aug 2025,1.8308,1.1496,195.7268,1.3294
