DATE,XUDLCDS,XUDLERS,XUDLJYS,XUDLUSS
27 Jan 2026,1.8716,1.1507,210.728,1.3751
28 Jan 2026,1.8699,1.1546,211.6282,1.379
29 Jan 2026,1.8656,1.1537,210.3269,1.3764
30 Jan 2026,1.858,1.1534,211.5898,1.372
02 Feb 2026,1.8661,1.1557,212.148,1.3628
